O*NET-SOC_Code,Title,Element_ID,Element_Name,Data_Value
19-3099.01,Transportation Planners,1.C.2.b,Leadership,4.12
19-3099.01,Transportation Planners,1.C.3.a,Cooperation,4.21
19-3099.01,Transportation Planners,1.C.3.b,Concern for Others,3.54
19-3099.01,Transportation Planners,1.C.3.c,Social Orientation,3.08
19-3099.01,Transportation Planners,1.C.4.a,Self Control,3.79
19-3099.01,Transportation Planners,1.C.4.b,Stress Tolerance,3.62
19-3099.01,Transportation Planners,1.C.4.c,Adaptability/Flexibility,3.71
19-3099.01,Transportation Planners,1.C.5.a,Dependability,3.96
19-3099.01,Transportation Planners,1.C.5.b,Attention to Detail,4.38
19-3099.01,Transportation Planners,1.C.5.c,Integrity,4.42
19-3099.01,Transportation Planners,1.C.6,Independence,3.46
19-3099.01,Transportation Planners,1.C.7.a,Innovation,3.96
19-3099.01,Transportation Planners,1.C.7.b,Analytical Thinking,4.5
19-4012.00,Agricultural Technicians,1.C.1.a,Achievement/Effort,4.33
19-4012.00,Agricultural Technicians,1.C.1.b,Persistence,3.83
19-4012.00,Agricultural Technicians,1.C.1.c,Initiative,4.16
19-4012.00,Agricultural Technicians,1.C.2.b,Leadership,4.26
19-4012.00,Agricultural Technicians,1.C.3.a,Cooperation,4.14
19-4012.00,Agricultural Technicians,1.C.3.b,Concern for Others,4.33
19-4012.00,Agricultural Technicians,1.C.3.c,Social Orientation,4.16
19-4012.00,Agricultural Technicians,1.C.4.a,Self Control,4.11
19-4012.00,Agricultural Technicians,1.C.4.b,Stress Tolerance,3.66
19-4012.00,Agricultural Technicians,1.C.4.c,Adaptability/Flexibility,4.17
19-4012.00,Agricultural Technicians,1.C.5.a,Dependability,4.55
19-4012.00,Agricultural Technicians,1.C.5.b,Attention to Detail,4.88
19-4012.00,Agricultural Technicians,1.C.5.c,Integrity,4.87
19-4012.00,Agricultural Technicians,1.C.6,Independence,4.18
19-4012.00,Agricultural Technicians,1.C.7.a,Innovation,3.93
19-4012.00,Agricultural Technicians,1.C.7.b,Analytical Thinking,4.37
19-4012.01,Precision Agriculture Technicians,1.C.1.a,Achievement/Effort,3.78
19-4012.01,Precision Agriculture Technicians,1.C.1.b,Persistence,4
19-4012.01,Precision Agriculture Technicians,1.C.1.c,Initiative,4.07
19-4012.01,Precision Agriculture Technicians,1.C.2.b,Leadership,3.11
19-4012.01,Precision Agriculture Technicians,1.C.3.a,Cooperation,3.85
19-4012.01,Precision Agriculture Technicians,1.C.3.b,Concern for Others,2.96
19-4012.01,Precision Agriculture Technicians,1.C.3.c,Social Orientation,2.44
19-4012.01,Precision Agriculture Technicians,1.C.4.a,Self Control,3.22
19-4012.01,Precision Agriculture Technicians,1.C.4.b,Stress Tolerance,3.52
19-4012.01,Precision Agriculture Technicians,1.C.4.c,Adaptability/Flexibility,3.81
19-4012.01,Precision Agriculture Technicians,1.C.5.a,Dependability,4.37
19-4012.01,Precision Agriculture Technicians,1.C.5.b,Attention to Detail,4.41
19-4012.01,Precision Agriculture Technicians,1.C.5.c,Integrity,4.31
19-4012.01,Precision Agriculture Technicians,1.C.6,Independence,3.85
19-4012.01,Precision Agriculture Technicians,1.C.7.a,Innovation,3.54
19-4012.01,Precision Agriculture Technicians,1.C.7.b,Analytical Thinking,4.23
19-4013.00,Food Science Technicians,1.C.1.a,Achievement/Effort,3.55
19-4013.00,Food Science Technicians,1.C.1.b,Persistence,3.76
19-4013.00,Food Science Technicians,1.C.1.c,Initiative,4.15
19-4013.00,Food Science Technicians,1.C.2.b,Leadership,3.54
19-4013.00,Food Science Technicians,1.C.3.a,Cooperation,4.41
19-4013.00,Food Science Technicians,1.C.3.b,Concern for Others,3.69
19-4013.00,Food Science Technicians,1.C.3.c,Social Orientation,3.51
19-4013.00,Food Science Technicians,1.C.4.a,Self Control,3.85
19-4013.00,Food Science Technicians,1.C.4.b,Stress Tolerance,3.81
19-4013.00,Food Science Technicians,1.C.4.c,Adaptability/Flexibility,4.27
19-4013.00,Food Science Technicians,1.C.5.a,Dependability,4.6
19-4013.00,Food Science Technicians,1.C.5.b,Attention to Detail,4.79
19-4013.00,Food Science Technicians,1.C.5.c,Integrity,4.64
19-4013.00,Food Science Technicians,1.C.6,Independence,4.05
19-4013.00,Food Science Technicians,1.C.7.a,Innovation,3.14
19-4013.00,Food Science Technicians,1.C.7.b,Analytical Thinking,3.8
19-4021.00,Biological Technicians,1.C.1.a,Achievement/Effort,3.63
19-4021.00,Biological Technicians,1.C.1.b,Persistence,3.93
19-4021.00,Biological Technicians,1.C.1.c,Initiative,3.9
19-4021.00,Biological Technicians,1.C.2.b,Leadership,3.2
19-4021.00,Biological Technicians,1.C.3.a,Cooperation,4.13
19-4021.00,Biological Technicians,1.C.3.b,Concern for Others,3.63
19-4021.00,Biological Technicians,1.C.3.c,Social Orientation,3.27
19-4021.00,Biological Technicians,1.C.4.a,Self Control,3.96
19-4021.00,Biological Technicians,1.C.4.b,Stress Tolerance,3.95
19-4021.00,Biological Technicians,1.C.4.c,Adaptability/Flexibility,4.07
19-4021.00,Biological Technicians,1.C.5.a,Dependability,4.49
19-4021.00,Biological Technicians,1.C.5.b,Attention to Detail,4.62
19-4021.00,Biological Technicians,1.C.5.c,Integrity,4.45
19-4021.00,Biological Technicians,1.C.6,Independence,4.36
19-4021.00,Biological Technicians,1.C.7.a,Innovation,3.63
19-4021.00,Biological Technicians,1.C.7.b,Analytical Thinking,4.13
19-4031.00,Chemical Technicians,1.C.1.a,Achievement/Effort,3.38
19-4031.00,Chemical Technicians,1.C.1.b,Persistence,3.64
19-4031.00,Chemical Technicians,1.C.1.c,Initiative,3.91
19-4031.00,Chemical Technicians,1.C.2.b,Leadership,3.03
19-4031.00,Chemical Technicians,1.C.3.a,Cooperation,3.65
19-4031.00,Chemical Technicians,1.C.3.b,Concern for Others,3.16
19-4031.00,Chemical Technicians,1.C.3.c,Social Orientation,2.41
19-4031.00,Chemical Technicians,1.C.4.a,Self Control,3.16
19-4031.00,Chemical Technicians,1.C.4.b,Stress Tolerance,3.61
19-4031.00,Chemical Technicians,1.C.4.c,Adaptability/Flexibility,3.76
19-4031.00,Chemical Technicians,1.C.5.a,Dependability,4.15
19-4031.00,Chemical Technicians,1.C.5.b,Attention to Detail,4.51
19-4031.00,Chemical Technicians,1.C.5.c,Integrity,4.27
19-4031.00,Chemical Technicians,1.C.6,Independence,3.72
19-4031.00,Chemical Technicians,1.C.7.a,Innovation,3.49
19-4031.00,Chemical Technicians,1.C.7.b,Analytical Thinking,4.08
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.1.a,Achievement/Effort,3.77
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.1.b,Persistence,3.64
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.1.c,Initiative,4
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.2.b,Leadership,3.27
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.3.a,Cooperation,3.82
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.3.b,Concern for Others,3.32
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.3.c,Social Orientation,2.77
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.4.a,Self Control,3.82
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.4.b,Stress Tolerance,3.32
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.4.c,Adaptability/Flexibility,3.82
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.5.a,Dependability,4.36
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.5.b,Attention to Detail,4.32
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.5.c,Integrity,4.73
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.6,Independence,3.5
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.7.a,Innovation,3
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.C.7.b,Analytical Thinking,4.19
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.1.a,Achievement/Effort,3.5
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.1.b,Persistence,3.75
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.1.c,Initiative,3.86
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.2.b,Leadership,3.16
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.3.a,Cooperation,3.58
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.3.b,Concern for Others,2.79
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.3.c,Social Orientation,2.7
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.4.a,Self Control,3.46
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.4.b,Stress Tolerance,3.38
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.4.c,Adaptability/Flexibility,3.79
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.5.a,Dependability,4.17
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.5.b,Attention to Detail,4.42
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.5.c,Integrity,4.41
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.6,Independence,3.91
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.7.a,Innovation,3.36
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.C.7.b,Analytical Thinking,3.91
19-4051.00,Nuclear Technicians,1.C.1.a,Achievement/Effort,3.44
19-4051.00,Nuclear Technicians,1.C.1.b,Persistence,3.37
19-4051.00,Nuclear Technicians,1.C.1.c,Initiative,3.51
19-4051.00,Nuclear Technicians,1.C.2.b,Leadership,3.26
19-4051.00,Nuclear Technicians,1.C.3.a,Cooperation,3.92
19-4051.00,Nuclear Technicians,1.C.3.b,Concern for Others,3.44
19-4051.00,Nuclear Technicians,1.C.3.c,Social Orientation,2.86
19-4051.00,Nuclear Technicians,1.C.4.a,Self Control,3.95
19-4051.00,Nuclear Technicians,1.C.4.b,Stress Tolerance,4.1
19-4051.00,Nuclear Technicians,1.C.4.c,Adaptability/Flexibility,4.09
19-4051.00,Nuclear Technicians,1.C.5.a,Dependability,4.47
19-4051.00,Nuclear Technicians,1.C.5.b,Attention to Detail,4.86
19-4051.00,Nuclear Technicians,1.C.5.c,Integrity,4.73
19-4051.00,Nuclear Technicians,1.C.6,Independence,2.93
19-4051.00,Nuclear Technicians,1.C.7.a,Innovation,2.48
19-4051.00,Nuclear Technicians,1.C.7.b,Analytical Thinking,3.99
19-4051.02,Nuclear Monitoring Technicians,1.C.1.a,Achievement/Effort,3.47
19-4051.02,Nuclear Monitoring Technicians,1.C.1.b,Persistence,3.41
19-4051.02,Nuclear Monitoring Technicians,1.C.1.c,Initiative,3.39
19-4051.02,Nuclear Monitoring Technicians,1.C.2.b,Leadership,3.37
19-4051.02,Nuclear Monitoring Technicians,1.C.3.a,Cooperation,3.68
19-4051.02,Nuclear Monitoring Technicians,1.C.3.b,Concern for Others,3.47
19-4051.02,Nuclear Monitoring Technicians,1.C.3.c,Social Orientation,2.88
19-4051.02,Nuclear Monitoring Technicians,1.C.4.a,Self Control,3.76
19-4051.02,Nuclear Monitoring Technicians,1.C.4.b,Stress Tolerance,3.89
19-4051.02,Nuclear Monitoring Technicians,1.C.4.c,Adaptability/Flexibility,3.81
19-4051.02,Nuclear Monitoring Technicians,1.C.5.a,Dependability,4.35
19-4051.02,Nuclear Monitoring Technicians,1.C.5.b,Attention to Detail,4.58
19-4051.02,Nuclear Monitoring Technicians,1.C.5.c,Integrity,4.51
19-4051.02,Nuclear Monitoring Technicians,1.C.6,Independence,3.32
19-4051.02,Nuclear Monitoring Technicians,1.C.7.a,Innovation,2.87
19-4051.02,Nuclear Monitoring Technicians,1.C.7.b,Analytical Thinking,3.66
19-4061.00,Social Science Research Assistants,1.C.1.a,Achievement/Effort,4.24
19-4061.00,Social Science Research Assistants,1.C.1.b,Persistence,4.22
19-4061.00,Social Science Research Assistants,1.C.1.c,Initiative,3.84
19-4061.00,Social Science Research Assistants,1.C.2.b,Leadership,3.4
19-4061.00,Social Science Research Assistants,1.C.3.a,Cooperation,4.76
19-4061.00,Social Science Research Assistants,1.C.3.b,Concern for Others,3.75
19-4061.00,Social Science Research Assistants,1.C.3.c,Social Orientation,2.96
19-4061.00,Social Science Research Assistants,1.C.4.a,Self Control,4.3
19-4061.00,Social Science Research Assistants,1.C.4.b,Stress Tolerance,3.85
19-4061.00,Social Science Research Assistants,1.C.4.c,Adaptability/Flexibility,4.36
19-4061.00,Social Science Research Assistants,1.C.5.a,Dependability,4.94
19-4061.00,Social Science Research Assistants,1.C.5.b,Attention to Detail,4.62
19-4061.00,Social Science Research Assistants,1.C.5.c,Integrity,4.32
19-4061.00,Social Science Research Assistants,1.C.6,Independence,4.47
19-4061.00,Social Science Research Assistants,1.C.7.a,Innovation,3.05
19-4061.00,Social Science Research Assistants,1.C.7.b,Analytical Thinking,4.02
19-4071.00,Forest and Conservation Technicians,1.C.1.a,Achievement/Effort,3.91
19-4071.00,Forest and Conservation Technicians,1.C.1.b,Persistence,4
19-4071.00,Forest and Conservation Technicians,1.C.1.c,Initiative,3.86
19-4071.00,Forest and Conservation Technicians,1.C.2.b,Leadership,3.93
19-4071.00,Forest and Conservation Technicians,1.C.3.a,Cooperation,4.27
19-4071.00,Forest and Conservation Technicians,1.C.3.b,Concern for Others,4.02
19-4071.00,Forest and Conservation Technicians,1.C.3.c,Social Orientation,3.36
19-4071.00,Forest and Conservation Technicians,1.C.4.a,Self Control,3.98
19-4071.00,Forest and Conservation Technicians,1.C.4.b,Stress Tolerance,3.65
19-4071.00,Forest and Conservation Technicians,1.C.4.c,Adaptability/Flexibility,4.36
19-4071.00,Forest and Conservation Technicians,1.C.5.a,Dependability,4.33
19-4071.00,Forest and Conservation Technicians,1.C.5.b,Attention to Detail,4.17
19-4071.00,Forest and Conservation Technicians,1.C.5.c,Integrity,4.38
19-4071.00,Forest and Conservation Technicians,1.C.6,Independence,4.08
19-4071.00,Forest and Conservation Technicians,1.C.7.a,Innovation,3.29
19-4071.00,Forest and Conservation Technicians,1.C.7.b,Analytical Thinking,3.7
19-4092.00,Forensic Science Technicians,1.C.1.a,Achievement/Effort,4.12
19-4092.00,Forensic Science Technicians,1.C.1.b,Persistence,3.99
19-4092.00,Forensic Science Technicians,1.C.1.c,Initiative,4.15
19-4092.00,Forensic Science Technicians,1.C.2.b,Leadership,3.36
19-4092.00,Forensic Science Technicians,1.C.3.a,Cooperation,4.28
19-4092.00,Forensic Science Technicians,1.C.3.b,Concern for Others,3.28
19-4092.00,Forensic Science Technicians,1.C.3.c,Social Orientation,3.19
19-4092.00,Forensic Science Technicians,1.C.4.a,Self Control,4.55
19-4092.00,Forensic Science Technicians,1.C.4.b,Stress Tolerance,4.47
19-4092.00,Forensic Science Technicians,1.C.4.c,Adaptability/Flexibility,4.34
19-4092.00,Forensic Science Technicians,1.C.5.a,Dependability,4.36
19-4092.00,Forensic Science Technicians,1.C.5.b,Attention to Detail,4.88
19-4092.00,Forensic Science Technicians,1.C.5.c,Integrity,4.88
19-4092.00,Forensic Science Technicians,1.C.6,Independence,4.28
19-4092.00,Forensic Science Technicians,1.C.7.a,Innovation,3.77
19-4092.00,Forensic Science Technicians,1.C.7.b,Analytical Thinking,4.47
19-4099.01,Quality Control Analysts,1.C.1.a,Achievement/Effort,3.94
19-4099.01,Quality Control Analysts,1.C.1.b,Persistence,4.12
19-4099.01,Quality Control Analysts,1.C.1.c,Initiative,3.96
19-4099.01,Quality Control Analysts,1.C.2.b,Leadership,3.64
19-4099.01,Quality Control Analysts,1.C.3.a,Cooperation,4.17
19-4099.01,Quality Control Analysts,1.C.3.b,Concern for Others,3.64
19-4099.01,Quality Control Analysts,1.C.3.c,Social Orientation,3.15
19-4099.01,Quality Control Analysts,1.C.4.a,Self Control,3.92
19-4099.01,Quality Control Analysts,1.C.4.b,Stress Tolerance,4
19-4099.01,Quality Control Analysts,1.C.4.c,Adaptability/Flexibility,4.39
19-4099.01,Quality Control Analysts,1.C.5.a,Dependability,4.38
19-4099.01,Quality Control Analysts,1.C.5.b,Attention to Detail,4.58
19-4099.01,Quality Control Analysts,1.C.5.c,Integrity,4.59
19-4099.01,Quality Control Analysts,1.C.6,Independence,4.08
19-4099.01,Quality Control Analysts,1.C.7.a,Innovation,2.87
19-4099.01,Quality Control Analysts,1.C.7.b,Analytical Thinking,4.38
19-4099.03,Remote Sensing Technicians,1.C.1.a,Achievement/Effort,4
19-4099.03,Remote Sensing Technicians,1.C.1.b,Persistence,4.06
19-4099.03,Remote Sensing Technicians,1.C.1.c,Initiative,4.1
19-4099.03,Remote Sensing Technicians,1.C.2.b,Leadership,3.41
19-4099.03,Remote Sensing Technicians,1.C.3.a,Cooperation,3.89
19-4099.03,Remote Sensing Technicians,1.C.3.b,Concern for Others,3.31
19-4099.03,Remote Sensing Technicians,1.C.3.c,Social Orientation,2.67
19-4099.03,Remote Sensing Technicians,1.C.4.a,Self Control,3.51
19-4099.03,Remote Sensing Technicians,1.C.4.b,Stress Tolerance,3.68
19-4099.03,Remote Sensing Technicians,1.C.4.c,Adaptability/Flexibility,3.94
19-4099.03,Remote Sensing Technicians,1.C.5.a,Dependability,4.1
19-4099.03,Remote Sensing Technicians,1.C.5.b,Attention to Detail,4.54
19-4099.03,Remote Sensing Technicians,1.C.5.c,Integrity,3.89
19-4099.03,Remote Sensing Technicians,1.C.6,Independence,3.76
19-4099.03,Remote Sensing Technicians,1.C.7.a,Innovation,3.74
19-4099.03,Remote Sensing Technicians,1.C.7.b,Analytical Thinking,4.22
19-5011.00,Occupational Health and Safety Specialists,1.C.1.a,Achievement/Effort,3.91
19-5011.00,Occupational Health and Safety Specialists,1.C.1.b,Persistence,4.23
19-5011.00,Occupational Health and Safety Specialists,1.C.1.c,Initiative,4.36
19-5011.00,Occupational Health and Safety Specialists,1.C.2.b,Leadership,4.27
19-5011.00,Occupational Health and Safety Specialists,1.C.3.a,Cooperation,4.59
19-5011.00,Occupational Health and Safety Specialists,1.C.3.b,Concern for Others,4.36
19-5011.00,Occupational Health and Safety Specialists,1.C.3.c,Social Orientation,3.5
19-5011.00,Occupational Health and Safety Specialists,1.C.4.a,Self Control,4.18
19-5011.00,Occupational Health and Safety Specialists,1.C.4.b,Stress Tolerance,3.91
19-5011.00,Occupational Health and Safety Specialists,1.C.4.c,Adaptability/Flexibility,4.36
19-5011.00,Occupational Health and Safety Specialists,1.C.5.a,Dependability,4.5
19-5011.00,Occupational Health and Safety Specialists,1.C.5.b,Attention to Detail,4.5
19-5011.00,Occupational Health and Safety Specialists,1.C.5.c,Integrity,4.77
19-5011.00,Occupational Health and Safety Specialists,1.C.6,Independence,3.68
19-5011.00,Occupational Health and Safety Specialists,1.C.7.a,Innovation,3.64
19-5011.00,Occupational Health and Safety Specialists,1.C.7.b,Analytical Thinking,4.29
19-5012.00,Occupational Health and Safety Technicians,1.C.1.a,Achievement/Effort,4.1
19-5012.00,Occupational Health and Safety Technicians,1.C.1.b,Persistence,4.15
19-5012.00,Occupational Health and Safety Technicians,1.C.1.c,Initiative,4.25
19-5012.00,Occupational Health and Safety Technicians,1.C.2.b,Leadership,3.9
19-5012.00,Occupational Health and Safety Technicians,1.C.3.a,Cooperation,4.25
19-5012.00,Occupational Health and Safety Technicians,1.C.3.b,Concern for Others,4.6
19-5012.00,Occupational Health and Safety Technicians,1.C.3.c,Social Orientation,3.3
19-5012.00,Occupational Health and Safety Technicians,1.C.4.a,Self Control,4
19-5012.00,Occupational Health and Safety Technicians,1.C.4.b,Stress Tolerance,3.85
